,loss,mean_square_error,mean_absolute_error
0,3.6197640895843506,3.6197640895843506,1.0730359554290771
1,4.106550216674805,4.106550216674805,1.1349135637283325
2,5.578861236572266,5.578861236572266,1.2916221618652344
3,5.657447338104248,5.657447338104248,1.306219220161438
4,6.868417739868164,6.868417739868164,1.341223955154419
5,5.646552562713623,5.646552562713623,1.234503149986267
6,5.013347625732422,5.013347625732422,1.1738048791885376
7,4.517754077911377,4.517754077911377,1.1726113557815552
8,3.788052558898926,3.788052558898926,1.076931357383728
9,6.296545505523682,6.296545505523682,1.3464843034744263
10,6.105364799499512,6.105364799499512,1.2966388463974
11,6.398708820343018,6.398708820343018,1.313863754272461
12,6.1202521324157715,6.1202521324157715,1.2519159317016602
13,4.703376293182373,4.703376293182373,1.1549761295318604
14,4.967261791229248,4.967261791229248,1.177376389503479
15,7.091587543487549,7.091587543487549,1.349284052848816
16,8.543878555297852,8.543878555297852,1.6066712141036987
17,4.382178783416748,4.382178783416748,1.072128176689148
18,5.6768107414245605,5.6768107414245605,1.2780860662460327
19,7.503126621246338,7.503126621246338,1.4220514297485352
20,4.409520149230957,4.409520149230957,1.1560477018356323
21,6.009971618652344,6.009971618652344,1.358181118965149
22,3.1104483604431152,3.1104483604431152,0.9869646430015564
23,6.388033866882324,6.388033866882324,1.3424512147903442
24,3.371281385421753,3.371281385421753,1.0534286499023438
25,5.504521369934082,5.504521369934082,1.262207269668579
26,5.031923770904541,5.031923770904541,1.2175792455673218
27,5.01563024520874,5.01563024520874,1.2405422925949097
28,4.6355695724487305,4.6355695724487305,1.1671481132507324
29,6.8218841552734375,6.8218841552734375,1.378993034362793
Mean,5.429487450917562,5.429487450917562,1.2412628392378489
Standard Deviation,1.2315249394151904,1.2315249394151904,0.12548524204734673
