,loss,mean_square_error,mean_absolute_error
0,2.005535125732422,2.005535125732422,0.6135124564170837
1,1.7180019617080688,1.7180019617080688,0.5671421885490417
2,2.598085641860962,2.598085641860962,0.6453105211257935
3,28.58930778503418,28.58930778503418,1.1676452159881592
4,0.8003777265548706,0.8003777265548706,0.44953837990760803
5,3.1952335834503174,3.1952335834503174,0.6504812240600586
6,5.657410621643066,5.657410621643066,0.9543980956077576
7,3.225443124771118,3.225443124771118,0.8725587725639343
8,1.987465262413025,1.987465262413025,0.6131963133811951
9,0.6407449245452881,0.6407449245452881,0.40555548667907715
10,0.5471195578575134,0.5471195578575134,0.3750293552875519
11,4.325498580932617,4.325498580932617,0.8719682693481445
12,1.702707290649414,1.702707290649414,0.6686219573020935
13,1.718994379043579,1.718994379043579,0.6422834992408752
14,1.4726605415344238,1.4726605415344238,0.535777747631073
15,2.7329611778259277,2.7329611778259277,0.6298198103904724
16,2.039674997329712,2.039674997329712,0.5504680871963501
17,0.5730724930763245,0.5730724930763245,0.4034006893634796
18,2.2263450622558594,2.2263450622558594,0.6684263348579407
19,0.8511030673980713,0.8511030673980713,0.4709480106830597
20,1.6942484378814697,1.6942484378814697,0.5191017389297485
21,0.62395179271698,0.62395179271698,0.3796713650226593
22,1.9298105239868164,1.9298105239868164,0.7476817965507507
23,1.0344609022140503,1.0344609022140503,0.488387793302536
24,1.2915558815002441,1.2915558815002441,0.5592832565307617
25,1.0995522737503052,1.0995522737503052,0.5069953203201294
26,1.5042667388916016,1.5042667388916016,0.5606958866119385
27,2.756974697113037,2.756974697113037,0.7110347151756287
28,2.369823694229126,2.369823694229126,0.5639054775238037
29,1.6299961805343628,1.6299961805343628,0.5509313941001892
Mean,2.8180794676144916,2.8180794676144916,0.6114590386549632
Standard Deviation,4.8332997551709465,4.8332997551709465,0.1704294240058096
