,loss,mean_square_error,mean_absolute_error
0,0.10367727279663086,0.10367727279663086,0.21239030361175537
1,0.11211059987545013,0.11211059987545013,0.21470355987548828
2,0.10443275421857834,0.10443275421857834,0.21373310685157776
3,0.11192751675844193,0.11192751675844193,0.21799147129058838
4,0.1076633632183075,0.1076633632183075,0.21487051248550415
5,0.1151016354560852,0.1151016354560852,0.2131279855966568
6,0.11583386361598969,0.11583386361598969,0.21922515332698822
7,0.10822741687297821,0.10822741687297821,0.21440190076828003
8,0.11695648729801178,0.11695648729801178,0.22296220064163208
9,0.10457148402929306,0.10457148402929306,0.21140773594379425
10,0.10314805805683136,0.10314805805683136,0.20652134716510773
11,0.10718885064125061,0.10718885064125061,0.21456952393054962
12,0.12016385048627853,0.12016385048627853,0.21812261641025543
13,0.11135166883468628,0.11135166883468628,0.2165910005569458
14,0.1117064580321312,0.1117064580321312,0.21619237959384918
15,0.12417515367269516,0.12417515367269516,0.2294805645942688
16,0.10866430401802063,0.10866430401802063,0.21413058042526245
17,0.11435019969940186,0.11435019969940186,0.2101374864578247
18,0.10978725552558899,0.10978725552558899,0.21128414571285248
19,0.10368920117616653,0.10368920117616653,0.21260131895542145
20,0.1141846552491188,0.1141846552491188,0.2192632108926773
21,0.11351925134658813,0.11351925134658813,0.21493476629257202
22,0.1668371707201004,0.1668371707201004,0.23573429882526398
23,0.10255122184753418,0.10255122184753418,0.20556490123271942
24,0.10974273830652237,0.10974273830652237,0.2102038860321045
25,0.11552208662033081,0.11552208662033081,0.21886718273162842
26,0.11528903990983963,0.11528903990983963,0.21542172133922577
27,0.09874709695577621,0.09874709695577621,0.20598632097244263
28,0.1308526247739792,0.1308526247739792,0.2219661921262741
29,0.11081287264823914,0.11081287264823914,0.21054065227508545
Mean,0.11309287175536156,0.11309287175536156,0.21543093423048656
Standard Deviation,0.011776956169051505,0.011776956169051505,0.006154580632160558
