,loss,mean_square_error,mean_absolute_error
0,0.13897675275802612,0.13897675275802612,0.2509534955024719
1,0.13519035279750824,0.13519035279750824,0.25598764419555664
2,0.12762828171253204,0.12762828171253204,0.24093209207057953
3,0.13414406776428223,0.13414406776428223,0.2522140145301819
4,0.1482362449169159,0.1482362449169159,0.26046255230903625
5,0.12661093473434448,0.12661093473434448,0.24289555847644806
6,0.12554313242435455,0.12554313242435455,0.24515533447265625
7,0.1375834345817566,0.1375834345817566,0.25639376044273376
8,0.13285475969314575,0.13285475969314575,0.2512620985507965
9,0.1345205307006836,0.1345205307006836,0.2525460720062256
10,0.149905726313591,0.149905726313591,0.26161810755729675
11,0.1205228641629219,0.1205228641629219,0.23450186848640442
12,0.12320267409086227,0.12320267409086227,0.2417045682668686
13,0.16069141030311584,0.16069141030311584,0.25407421588897705
14,0.14206218719482422,0.14206218719482422,0.2566615045070648
15,0.1301981508731842,0.1301981508731842,0.24478815495967865
16,0.13115474581718445,0.13115474581718445,0.24967098236083984
17,0.11766937375068665,0.11766937375068665,0.23585638403892517
18,0.13149915635585785,0.13149915635585785,0.2508053183555603
19,0.13032564520835876,0.13032564520835876,0.24958616495132446
20,0.15091204643249512,0.15091204643249512,0.26368650794029236
21,0.1218993067741394,0.1218993067741394,0.2391452193260193
22,0.17008276283740997,0.17008276283740997,0.24823550879955292
23,0.12761043012142181,0.12761043012142181,0.2446427345275879
24,0.12554696202278137,0.12554696202278137,0.24256005883216858
25,0.13075873255729675,0.13075873255729675,0.24456238746643066
26,0.13093309104442596,0.13093309104442596,0.24532592296600342
27,0.12947030365467072,0.12947030365467072,0.24518828094005585
28,0.12389330565929413,0.12389330565929413,0.24268634617328644
29,0.15157270431518555,0.15157270431518555,0.246783047914505
Mean,0.1347066690524419,0.1347066690524419,0.24836286356051762
Standard Deviation,0.01181951835117924,0.01181951835117924,0.007047446142637589
