,loss,mean_square_error,mean_absolute_error
0,0.11110808700323105,0.11110808700323105,0.21404828131198883
1,0.09898201376199722,0.09898201376199722,0.20420029759407043
2,0.11391554772853851,0.11391554772853851,0.21040914952754974
3,0.1993841528892517,0.1993841528892517,0.23123858869075775
4,0.1227579116821289,0.1227579116821289,0.23033082485198975
5,0.12429585307836533,0.12429585307836533,0.22928829491138458
6,0.13862989842891693,0.13862989842891693,0.214273601770401
7,0.14073891937732697,0.14073891937732697,0.2405032515525818
8,0.12390633672475815,0.12390633672475815,0.22838270664215088
9,0.1287955790758133,0.1287955790758133,0.23165088891983032
10,0.12886640429496765,0.12886640429496765,0.2246820479631424
11,0.10320239514112473,0.10320239514112473,0.20976702868938446
12,0.10825160145759583,0.10825160145759583,0.20238538086414337
13,0.116622194647789,0.116622194647789,0.21712583303451538
14,0.09870936721563339,0.09870936721563339,0.20165477693080902
15,0.15361985564231873,0.15361985564231873,0.21776139736175537
16,0.11626322567462921,0.11626322567462921,0.21266862750053406
17,0.10752062499523163,0.10752062499523163,0.20646853744983673
18,0.11731083691120148,0.11731083691120148,0.21847184002399445
19,0.12790046632289886,0.12790046632289886,0.2315419763326645
20,0.12361543625593185,0.12361543625593185,0.2243882566690445
21,0.10262087732553482,0.10262087732553482,0.20749269425868988
22,0.11884863674640656,0.11884863674640656,0.226423978805542
23,0.11421521008014679,0.11421521008014679,0.21205098927021027
24,0.1118086501955986,0.1118086501955986,0.21147507429122925
25,0.10550123453140259,0.10550123453140259,0.20620273053646088
26,0.1112387478351593,0.1112387478351593,0.21916563808918
27,0.10549522936344147,0.10549522936344147,0.20767922699451447
28,0.12746021151542664,0.12746021151542664,0.22939296066761017
29,0.11106090247631073,0.11106090247631073,0.20531590282917023
Mean,0.12042154694596927,0.12042154694596927,0.21754802614450455
Standard Deviation,0.018950930213587867,0.018950930213587867,0.010370284991835494
