,loss,mean_square_error,mean_absolute_error
0,0.1255858987569809,0.1255858987569809,0.2343103140592575
1,0.10880207270383835,0.10880207270383835,0.2192305624485016
2,0.1506614089012146,0.1506614089012146,0.23323948681354523
3,0.14420868456363678,0.14420868456363678,0.24185147881507874
4,0.1513684093952179,0.1513684093952179,0.24239352345466614
5,0.20738500356674194,0.20738500356674194,0.24359531700611115
6,0.1217331513762474,0.1217331513762474,0.2248152792453766
7,0.12672549486160278,0.12672549486160278,0.22927197813987732
8,0.11083538085222244,0.11083538085222244,0.2163112610578537
9,0.1725235879421234,0.1725235879421234,0.2627549171447754
10,0.12707984447479248,0.12707984447479248,0.2308696210384369
11,0.11549510806798935,0.11549510806798935,0.22561123967170715
12,0.13959327340126038,0.13959327340126038,0.23929400742053986
13,0.11996966600418091,0.11996966600418091,0.22749878466129303
14,0.26373690366744995,0.26373690366744995,0.3485787808895111
15,0.2700762450695038,0.2700762450695038,0.2542501389980316
16,0.21834416687488556,0.21834416687488556,0.25280383229255676
17,0.18929019570350647,0.18929019570350647,0.24197804927825928
18,0.11884855479001999,0.11884855479001999,0.2235836237668991
19,0.1311650276184082,0.1311650276184082,0.23731569945812225
20,0.13864214718341827,0.13864214718341827,0.23444212973117828
21,0.16009406745433807,0.16009406745433807,0.2412484586238861
22,0.11295683681964874,0.11295683681964874,0.22012531757354736
23,0.165633887052536,0.165633887052536,0.25067925453186035
24,0.26373690366744995,0.26373690366744995,0.3485787808895111
25,0.10892391949892044,0.10892391949892044,0.21685828268527985
26,0.13274027407169342,0.13274027407169342,0.23450088500976562
27,0.12644903361797333,0.12644903361797333,0.22921843826770782
28,0.12269173562526703,0.12269173562526703,0.23066864907741547
29,0.11361099779605865,0.11361099779605865,0.22010460495948792
Mean,0.15196359604597093,0.15196359604597093,0.24186608990033467
Standard Deviation,0.04610715226446616,0.04610715226446616,0.030177749081472256
