,loss,mean_square_error,mean_absolute_error
0,0.11901483684778214,0.11901483684778214,0.19141614437103271
1,0.10068961977958679,0.10068961977958679,0.1884242296218872
2,0.09855125844478607,0.09855125844478607,0.19080384075641632
3,0.1079644113779068,0.1079644113779068,0.19716830551624298
4,0.0895775780081749,0.0895775780081749,0.1854822039604187
5,0.10100769251585007,0.10100769251585007,0.1888914555311203
6,0.11948752403259277,0.11948752403259277,0.1978648453950882
7,0.10121408849954605,0.10121408849954605,0.18942230939865112
8,0.10708470642566681,0.10708470642566681,0.19098152220249176
9,0.10557875782251358,0.10557875782251358,0.18395397067070007
10,0.10260483622550964,0.10260483622550964,0.1860775500535965
11,0.084189273416996,0.084189273416996,0.1769590973854065
12,0.09706796705722809,0.09706796705722809,0.18406149744987488
13,0.09646178781986237,0.09646178781986237,0.18159005045890808
14,0.11429537832736969,0.11429537832736969,0.19137051701545715
15,0.091372050344944,0.091372050344944,0.18175585567951202
16,0.13071081042289734,0.13071081042289734,0.1926671862602234
17,0.09734373539686203,0.09734373539686203,0.18596214056015015
18,0.10715772956609726,0.10715772956609726,0.19173887372016907
19,0.10330232977867126,0.10330232977867126,0.18472044169902802
20,0.0927508994936943,0.0927508994936943,0.1838642954826355
21,0.2870904803276062,0.2870904803276062,0.35917404294013977
22,0.09903062880039215,0.09903062880039215,0.1855277419090271
23,0.10402630269527435,0.10402630269527435,0.18815748393535614
24,0.09668426960706711,0.09668426960706711,0.186275452375412
25,0.19087031483650208,0.19087031483650208,0.20436690747737885
26,0.10964030027389526,0.10964030027389526,0.19081957638263702
27,0.1258680671453476,0.1258680671453476,0.19602234661579132
28,0.09297914803028107,0.09297914803028107,0.18309733271598816
29,0.09684040397405624,0.09684040397405624,0.18030117452144623
Mean,0.112348572909832,0.112348572909832,0.1939639464020729
Standard Deviation,0.03687664689160475,0.03687664689160475,0.03069197533562547
